DATAFLOW,LAST UPDATE,freq,unit,s_adj,sector10,sectpart,partner,stk_flow,bop_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FI,2022-Q4,1388.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FI,2023-Q1,2022.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FI,2023-Q2,2338.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FI,2023-Q3,1794.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FI,2023-Q4,3277.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FI,2024-Q1,266.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FI,2024-Q2,2299.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FR,2022-Q1,-29090.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FR,2022-Q2,-34927.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FR,2022-Q3,-39208.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FR,2022-Q4,-29608.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FR,2023-Q1,-26080.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FR,2023-Q2,-19384.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FR,2023-Q3,-19900.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FR,2023-Q4,-10780.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FR,2024-Q1,-15052.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,FR,2024-Q2,-18472.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HR,2022-Q1,-4228.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HR,2022-Q2,-4633.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HR,2022-Q3,-4973.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HR,2022-Q4,-4525.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HR,2023-Q1,-4458.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HR,2023-Q2,-4837.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HR,2023-Q3,-4419.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HR,2023-Q4,-3806.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HR,2024-Q1,-4359.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HR,2024-Q2,-5169.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HU,2022-Q1,-2750.8,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HU,2022-Q2,-2848.3,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HU,2022-Q3,-5428.8,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HU,2022-Q4,-4291.1,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HU,2023-Q1,-873.3,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HU,2023-Q2,922.8,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HU,2023-Q3,317.9,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HU,2023-Q4,-310.5,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HU,2024-Q1,1266.4,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,HU,2024-Q2,1528.8,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IE,2022-Q1,46228.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IE,2022-Q2,47812.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IE,2022-Q3,56515.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IE,2022-Q4,54578.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IE,2023-Q1,53764.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IE,2023-Q2,35785.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IE,2023-Q3,36843.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IE,2023-Q4,29667.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IE,2024-Q1,38814.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IE,2024-Q2,39533.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IS,2022-Q1,-122.3,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IS,2022-Q2,-278.7,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IS,2022-Q3,-457.7,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IS,2022-Q4,-557.1,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IS,2023-Q1,-286.1,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IS,2023-Q2,-551.1,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IS,2023-Q3,-581.9,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IS,2023-Q4,-513.6,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IS,2024-Q1,-372.6,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IS,2024-Q2,-596.9,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IT,2022-Q1,-7644.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IT,2022-Q2,-2009.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IT,2022-Q3,-16775.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IT,2022-Q4,200.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IT,2023-Q1,-838.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IT,2023-Q2,9242.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IT,2023-Q3,10326.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IT,2023-Q4,15168.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IT,2024-Q1,15553.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,IT,2024-Q2,17627.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LT,2022-Q1,-1302.1,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LT,2022-Q2,-1940.8,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LT,2022-Q3,-2022.7,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LT,2022-Q4,-2077.9,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LT,2023-Q1,-1202.5,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LT,2023-Q2,-1106.3,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LT,2023-Q3,-1100.1,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LT,2023-Q4,-1139.9,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LT,2024-Q1,-872.3,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LT,2024-Q2,-1050.9,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LU,2022-Q1,-1257.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LU,2022-Q2,-782.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LU,2022-Q3,437.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LU,2022-Q4,1115.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LU,2023-Q1,-614.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LU,2023-Q2,-698.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LU,2023-Q3,313.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LU,2023-Q4,519.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LU,2024-Q1,172.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LU,2024-Q2,95.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LV,2022-Q1,-747.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LV,2022-Q2,-1038.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LV,2022-Q3,-1230.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LV,2022-Q4,-1108.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LV,2023-Q1,-824.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LV,2023-Q2,-914.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LV,2023-Q3,-1093.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LV,2023-Q4,-818.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LV,2024-Q1,-455.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,LV,2024-Q2,-935.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,ME,2022-Q1,-416.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,ME,2022-Q2,-738.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,ME,2022-Q3,-840.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,ME,2022-Q4,-677.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,ME,2023-Q1,-572.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,ME,2023-Q2,-794.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,ME,2023-Q3,-865.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,ME,2023-Q4,-755.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,ME,2024-Q1,-679.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,ME,2024-Q2,-892.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MK,2022-Q1,-851.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MK,2022-Q2,-895.5,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MK,2022-Q3,-872.1,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MK,2022-Q4,-862.9,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MK,2023-Q1,-620.5,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MK,2023-Q2,-596.4,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MK,2023-Q3,-634.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MK,2023-Q4,-783.2,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MK,2024-Q1,-816.9,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MK,2024-Q2,-743.7,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MT,2022-Q1,-581.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MT,2022-Q2,,c
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MT,2022-Q3,-1084.9,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MT,2022-Q4,-578.4,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MT,2023-Q1,-590.5,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MT,2023-Q2,-743.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MT,2023-Q3,-577.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MT,2023-Q4,-536.1,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MT,2024-Q1,-592.9,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,MT,2024-Q2,-737.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NL,2022-Q1,15783.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NL,2022-Q2,9675.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NL,2022-Q3,10533.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NL,2022-Q4,19009.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NL,2023-Q1,21140.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NL,2023-Q2,17696.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NL,2023-Q3,21819.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NL,2023-Q4,24453.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NL,2024-Q1,24305.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NL,2024-Q2,22162.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NO,2022-Q1,37853.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NO,2022-Q2,34041.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NO,2022-Q3,57905.0,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NO,2022-Q4,33433.4,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NO,2023-Q1,23830.8,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NO,2023-Q2,14031.1,
ESTAT:EI_BPM6CA_Q$DEFAULTVIEW(1.0),22/10/24 23:00:00,Q,MIO_EUR,NSA,S1,S1,WRL_REST,BAL,G,NO,2023-Q3,15216.4,
